รหัสสินค้า,รายละเอียด,หน่วยนับ,หมวด,สินค้าต้นงวด,จำนวนขาย,จำนวนซื้อ,จำนวนรับคืน,จำนวนปรับปรุง,จำนวนคงเหลือ,ต้นทุนสินค้ารวม,ราคาต้นทุนเฉลี่ย
8858435109056,ฝักบัว+ก๊อก+เทป BOSS # 311 สีงา,ชุด,60,5,0,0,0,0,5,775,155
8858435109063,ฝักบัว+ก๊อก+เทป BOSS # 311 สีฟ้า,ชุด,60,7,5,0,2,0,4,620,155
8858435109087,ฝักบัว+ก๊อก+เทป BOSS # 311 สีชมพู,ชุด,60,3,0,0,0,0,3,465,155
8858435109094,ฝักบัว+ก๊อก+เทป BOSS # 311 สีแดง,ชุด,60,5,0,0,0,0,5,775,155
8858435109100,ฝักบัว+ก๊อก+เทป BOSS # 311 สีขาว,ชุด,60,25,33,24,0,0,16,2480,155
8858435136045,ราวผ้า PVC BOSS 75 ซม. R107 สีน้ำเงิน,อัน,60,0,0,3,0,0,3,392.52,130.84
8858435136052,ราวผ้า PVC BOSS 75 ซม. R107 สีงา,อัน,60,0,0,3,0,0,3,392.52,130.84
8858435136069,ราวผ้า PVC BOSS 75 ซม. R107 สีฟ้าอ่อน,อัน,60,0,1,3,0,0,2,261.68,130.84
8858435136106,ราวผ้า PVC BOSS 75 ซม. R107 สีขาว,อัน,60,0,8,36,0,0,28,3883.3633,138.6915
8858435151031,สายชำระ BOSS#601 สีฟ้า,ชุด,60,9,0,0,0,0,9,1265.3,140.5889
8858435151048,สายชำระ BOSS#601 สีน้ำเงิน,ชุด,60,6,0,0,0,0,6,882,147
8858435151062,สายชำระ BOSS#601 สีฟ้า,ชุด,60,2,0,0,0,0,2,294,147
8858435151093,สายชำระ BOSS#601 สีแดง,ชุด,60,2,0,0,0,0,2,294,147
8858435152038,สายชำระ BOSS#602 สีฟ้าเข้ม,ชุด,60,4,0,0,0,0,4,476,119
8858435152045,สายชำระ BOSS#602 สีน้ำเงิน,ชุด,60,1,0,0,0,0,1,119,119
8858435152106,สายชำระ BOSS#602 สีขาว,ชุด,60,19,6,0,0,0,13,1428,109.8462
8858435154063,สายชำระ BOSS#S605 สีฟ้าอ่อน,ชุด,60,3,0,0,0,0,3,247.8514,82.6171
8858435154094,สายชำระ BOSS#S605 สีแดง,ชุด,60,3,3,0,0,0,0,0,0
8858435154100,สายชำระ BOSS#S605 สีขาว,ชุด,60,17,9,0,0,0,8,680,85
8858435155046,สายชำระ BOSS#606 สีน้ำเงิน,ชุด,60,2,0,0,0,0,2,240,120
8858435155053,สายชำระ BOSS#606 สีงา,ชุด,60,3,0,0,0,0,3,360,120
8858435155060,สายชำระ BOSS#606 สีฟ้า,ชุด,60,3,0,0,0,0,3,390,130
8858435155084,สายชำระ BOSS#606 สีชมพู,ชุด,60,1,1,0,0,0,0,0,0
8858435155091,สายชำระ BOSS#606 สีแดง,ชุด,60,4,1,0,0,0,3,375,125
8858435155107,สายชำระ BOSS#606 สีขาว,ชุด,60,18,9,0,0,0,9,1080,120
8858435155121,สายชำระ BOSS#606 สีโครเมี่ยม,ชุด,89,25,49,24,0,0,0,0,0
8858435241046,หัวฝักบัว BOSS F-101 สีน้ำเงิน,อัน,60,3,2,0,0,0,1,50,50
8858435241053,หัวฝักบัว BOSS F-101 สีงา,อัน,60,6,0,0,0,0,6,274.2857,45.7143
8858435241060,หัวฝักบัว BOSS F-101 สีฟ้าอ่อน,อัน,60,10,6,0,0,0,4,189.0909,47.2727
8858435241084,หัวฝักบัว BOSS F-101 สีชมพู,อัน,60,7,0,0,0,0,7,323.75,46.25
8858435241090,หัวฝักบัว BOSS F-101 สีแดง,อัน,60,3,0,0,0,0,3,120,40
8858435241091,หัวฝักบัว BOSS F-101 สีแดง,อัน,60,2,0,0,0,0,2,100,50
8858435241107,หัวฝักบัว BOSS F-101 สีขาว,อัน,60,0,6,0,1,5,0,0,0
885843532424,อุปกรณ์อ่างล้างหน้า(6ชิ้น)BOSS,แผง,60,3,0,0,0,0,3,0,0
8858435324244,อุปกรณ์อ่างล้างหน้า(6ชิ้น)BOSS,แผง,60,9,0,0,0,0,9,0,0
8858435335035,สายชำระ BOSS#603 สีฟ้า,ชุด,11,8,0,0,0,0,8,0,0
8858435335103,สายชำระ+บอลวาล์ว+เทป BOSS#314 คละสี,ชุด,60,23,0,0,0,0,23,2990,130
8858435342040,ฝักบัว+ก๊อกใบปัด+เทป BOSS # F108K สีน้ำเงิน,ชุด,60,2,0,0,0,0,2,261.68,130.84
8858435342064,ฝักบัว+ก๊อกใบปัด+เทป BOSS # F108K สีฟ้า,ชุด,60,2,0,0,0,0,2,261.68,130.84
8858435342095,ฝักบัว+ก๊อกใบปัด+เทป BOSS # F108K สีแดง,ชุด,60,2,0,0,0,0,2,261.68,130.84
8858435342101,ฝักบัว+ก๊อกใบปัด+เทป BOSS # F108K สีขาว,ชุด,60,0,11,24,0,0,13,1820,140
8858435375048,ฝักบัว Master F-901น้ำเงิน,ชุด,60,1,1,0,0,0,0,0,0
8858436001243,โคมไฟผนัง MW013 INOVA,ชุด,11,12,0,0,0,0,12,4635,386.25
8858436002226,โคมไฟผนัง CW065 INOVA,ชุด,11,11,0,0,0,0,11,2557.5,232.5
8858436003421,โคมไฟผนัง CW082 INOVA,ชุด,11,9,0,0,0,0,9,2092.5,232.5
8858451000696,บานพับแกนโต MOKOTO #955 หัวจุกทองเหลือง,แผง,80,72,0,0,0,0,72,7716.4138,107.1724
8858451000702,บานพับลายแกนโต #956,แผง,11,1,0,0,0,0,1,0,0
8858451000719,บานพับรมดำแกนใหญ่ 4*3 #957,แผง,20,28,0,0,0,0,28,2759.1851,98.5423
8858451001181,มือจับใหญ่ MOKOTO # 9999 AC,ตัว,20,1,0,0,0,0,1,0,0
8858475014495,คีมผูกลวด POWER ด้ามยาง,อัน,80,35,10,0,0,0,25,1077.9941,43.1198
8858475020007,เครื่องเป่าลมร้อน POWER P-2201,ตัว,90,1,3,2,0,1,1,450,450
8858475055863,กุญแจลูกปืน MTK POWER 940/3,ชุด,80,1,0,0,0,0,1,280.0446,280.0446
8858475055894,กุญแจลูกปืน MTK POWER 950/3,ชุด,80,3,0,0,0,0,3,1260,420
8858475055900,กุญแจลูกปืน MTK POWER 950/4,ชุด,20,5,1,0,0,0,4,1960,490
8858475055962,โครงเลื่อย(มินิ)อลูมิเนียม POWER C-089,แผง,20,6,0,0,0,0,6,459,76.5
8858475056723,โฮวซอว์เจาะลูกบิด POWER(5ตัว/ชุด),ชุด,80,8,24,24,0,0,8,576,72
8858475057133,เลื่อยเจาะบอร์ด POWER 2 IN 1,อัน,80,4,0,0,0,0,4,224,56
8858475057720,กันชนประตู POWER #3113AC,แผง,20,8,6,24,0,0,26,1262.8571,48.5714
8858475058154,ฆ้อนช่างทองด้ามไฟเบอร์ 200 g POWER,อัน,80,14,4,0,0,0,10,560,56
8858475058192,ฆ้อนช่างทองด้ามไฟเบอร์ 300 g POWER,อัน,80,9,12,24,0,0,21,1470,70
8858475058215,ฆ้อนช่างทองด้ามไม้ 200 g POWER,อัน,80,0,13,12,0,2,1,35,35
8858475058239,ฆ้อนช่างทองด้ามไม้ 250 g POWER,อัน,80,12,6,0,0,0,6,258.9231,43.1538
8858475058253,ฆ้อนช่างทองด้ามไม้ 300 g POWER,อัน,80,12,6,0,0,0,6,302.0769,50.3462
8858475058352,ฆ้อนหัวกลมเหล็กกล้า POWER1 1/2P,อัน,80,8,8,0,0,0,0,0,0
8858475058376,ฆ้อนหัวกลมเหล็กกล้า POWER 2P,อัน,80,3,0,12,0,0,15,1410.75,94.05
8858475058390,ฆ้อนหัวกลมเหล็กกล้า POWER 21/2P,อัน,80,1,1,0,0,0,0,0,0
8858475058475,ฆ้อนทุบหินด้ามไฟเบอร์ 3 ปอนด์POWER,อัน,80,5,0,0,0,0,5,880,176
8858475058673,"ระดับน้ำ POWER 24""-36""",อัน,80,1,0,0,0,0,1,115.7143,115.7143
8858475058857,โครงเลื่อย(ฉลุ)ด้ามกลม POWER C-086,อัน,20,7,5,0,0,0,2,127.5,63.75
8858475058949,"บานพับสปริง(คู่) POWER 3""",ชุด,20,1,0,0,0,0,1,105,105
8858475058963,"บานพับสปริง(คู่) POWER 4""",ชุด,20,9,1,0,1,0,9,1085.058,120.562
8858475059076,รางปลั๊กสายไฟ POWER PW-134 (5 เมตร),อัน,90,5,4,6,0,0,7,1077.7148,153.9593
8858475059083,รางปลั๊กสายไฟ POWER PW-144 (5 เมตร),อัน,90,3,3,6,0,0,6,1008.2449,168.0408
8858475060706,โฮวซอว์เจาะลูกบิด POWER(11ตัว/ชุด),ชุด,80,0,19,24,0,0,5,812.5,162.5
8858475061659,ไขควง POWER#PW8002-5,แผง,80,4,0,0,0,0,4,219.1304,54.7826
8858475061994,เทปวัดไร่ POWER 20 ม.#CRP-2001,อัน,80,1,0,0,0,0,1,138.5714,138.5714
8858475062007,เทปวัดไร่ POWER 20 ม.#CRP-2001,อัน,80,3,2,0,0,0,1,140,140
8858475062212,ไขควงซ่อมโทรศัพท์ PW-9004-11,ชุด,89,2,3,6,0,0,5,675,135
8858475063974,เครื่องเป่าลม POWER #P-4014,ตัว,90,2,3,2,0,0,1,675,675
8858475064018,ใบเลื่อยช่างทอง POWER,ใบ,80,104,4,0,0,0,100,500,5
8858475064025,ใบเลื่อยฉลุ POWER,ใบ,80,776,50,0,0,0,726,1134.375,1.5625
8858475064032,ใบเลื่อยฉลุ POWER#1,ใบ,80,0,31,144,0,0,113,176.5625,1.5625
8858475064810,เลื่อยจิ๊กซอว์ POWER # P-6553,ตัว,90,1,0,0,0,0,1,1092.5,1092.5
8858475064896,สว่านโรตารี่ 3ระบบ POWER 26 มม.P-3260,ตัว,90,2,0,0,0,0,2,3135,1567.5
8858475065060,ปืนฉีดน้ำ POWER PW-2078,อัน,80,4,0,0,0,0,4,551.2,137.8
8858475065084,ปืนฉีดน้ำ POWER PW-2076A,อัน,80,10,7,12,0,0,15,1935.1048,129.007
8858475065107,ปืนฉีดน้ำ POWER PW-2073,อัน,89,13,5,0,0,0,8,267.0612,33.3827
8858475065244,"แปรงทาสี POWER 2 1/2"" #999",อัน,80,2,39,108,0,0,71,3211.25,45.2289
8858475065268,"แปรงทาสี POWER 3"" #999",อัน,80,3,56,48,2,3,0,0,0
8858475065275,"แปรงทาสี POWER 3"" #999",อัน,80,0,0,48,0,0,48,2800,58.3333
8858475065350,รอกโซ่ ตัวเหลี่ยม POWER 1T*3M,ตัว,80,2,0,0,1,0,3,3250,1083.3333
8858475065374,รอกโซ่ ตัวเหลี่ยม POWER 2T*3M,ตัว,80,1,1,2,0,0,2,3240,1620
8858475065688,สายลมโพลี POWER 10 ม.PW-JH-021,เส้น,80,1,0,0,0,0,1,262.5,262.5
8858475065961,ตลับเมตรหมอดู  3.5เมตร POWER# PW61-3516,อัน,80,0,1,0,0,2,1,0,0
8858475065985,ตลับเมตรหมอดู  5 เมตร POWER# PW61-5025,อัน,80,1,7,24,0,5,23,920.6133,40.0267
8858475065992,ตลับเมตรหมอดู  5 เมตร POWER# PW61-5025,อัน,80,12,0,0,0,0,12,608,50.6667
8858475066067,ตลับเมตรหมอดู  5 เมตร POWER# PW5025,อัน,80,7,0,0,0,0,7,397.1295,56.7328
8858475067699,กุญแจล็อกจักรยาน PW-84619,อัน,20,13,0,0,0,0,13,1462.5,112.5
8858475067798,"ระดับน้ำมีเนียมมีแม่เหล็ก  POWER 24""",อัน,11,6,24,28,0,0,10,1092.8571,109.2857
8858475068016,เครื่องขัดกระดาษทรายสายพาน POWER # 9401,ตัว,90,2,1,0,0,0,1,2925,2925
8858475068594,ตลับเมตรหมอดู  3.5เมตร POWER# PW61-3516,อัน,80,0,2,12,0,0,10,316.6667,31.6667
8858475070859,เครื่องขัดกระดาษทราย POWER # 4300,ตัว,90,0,2,2,0,0,0,0,0
8858475070866,"กรรไกรตัดสายเคเบิ้ล POWER 10""",อัน,80,8,2,0,0,0,6,840,140
8858475071634,"ก๊อกบอลกุญแจสนาม POWER 1/2""",ตัว,60,35,15,0,1,0,21,1941.03,92.43
8858475072273,เลื่อยผ้ายิปซั่ม POWER (2 in 1),อัน,60,0,1,10,0,0,9,708.75,78.75
8858475072600,โอท์มมิเตอร์ POWER (DT-830B)ส้ม,ชุด,80,5,2,0,0,0,3,787.5,262.5
8858509000081,กุญแจแขวน 3D L50มม #850,ชุด,20,1,0,0,0,0,1,205,205
8858509000500,กุญแจแขวนโครเมี่ยมเงา X3DX 40มม.,ชุด,20,7,2,0,0,0,5,864.4875,172.8975
8858509000524,กุญแจแขวนโครเมี่ยมเงา X3DX 50มม.,ชุด,20,10,4,0,0,0,6,1177.57,196.2617
8858539000013,เครื่องจับยุง สีดำ BLACK HOLE,เครื่อง,11,1,0,0,0,0,1,2730,2730
8858542000079,แคลเซี่ยมคาร์ไบ(แก๊สก้อน),ถุง,80,699,107,125,0,0,717,30140.4902,42.0369
8858594001468,บานซิงค์คู่ KING นีโอ ABS สีงา,บาน,11,1,0,0,0,0,1,1759.8901,1759.8901
8858594001529,บานซิ้งค์คู่ 50 ซม. KING นีโอ ABS สีงา/ขาว,บาน,20,1,0,0,0,0,1,1626.17,1626.17
8858594003806,ตู้แขวนบานเดี่ยว King เจด Platinum สีขาว,ชุด,89,0,1,1,0,0,0,0,0
8858594003813,ตู้แขวน PLATINUM เจด สีขาวKING,ชุด,89,0,1,1,0,0,0,0,0
8858594003967,ตู้เสริม King เจด Platinum สีขาว,ชุด,89,0,1,1,0,0,0,0,0
8858594003981,ช่องเสริม platinum สีงา,ชุด,60,0,1,1,0,0,0,0,0
8858594004643,ตู้ลิ้นชัก ลูกฟัก 3 ชั้น Platinum สีขาว,ชุด,89,0,0,1,0,0,1,3224.3,3224.3
8858594012907,ชั้นติดผนัง 3 ชั้น SUPER #W03,ชุด,89,5,0,0,0,0,5,1500,300
8858594012914,ชั้นเข้ามุม 3 ชั้น SUPER #C03,ชุด,89,6,3,0,0,0,3,900,300
8858618007988,กรรไกรสแตนเลส SCISSORS,อัน,80,1,0,0,0,0,1,20,20
8858622004485,"นิเปิลทองเหลืองชุบโครเมี่ยม 1/2""(ANA)",ตัว,20,4,9,0,0,7,2,48,24
8858622004515,"ข้อต่อ ผ.ม.โครเมี่ยม 1/2""",อัน,11,0,0,30,0,0,30,780,26
8858643000145,ตู้ควบคุมและตัดไฟอัตโนมัติ 32AGFL-4กรีน,กล่อง,11,3,0,0,0,0,3,3240,1080
8858643000152,ตู้ควบคุมและตัดไฟอัตโนมัติ 50AGFL-4กรีน,กล่อง,11,16,0,0,0,0,16,25600,1600
8858643000169,ตู้ควบคุมและตัดไฟอัตโนมัติ 63AGFL-4กรีน,กล่อง,11,3,0,0,0,0,3,5076,1692
8858643000183,ตู้ควบคุมและตัดไฟอัตโนมัติ 32AGFL-6กรีน,กล่อง,11,2,0,0,0,0,2,3510,1755
8858643000190,ตู้ควบคุมและตัดไฟอัตโนมัติ 50AGFL-6กรีน,กล่อง,11,7,0,0,0,0,7,12694.5,1813.5
8858643000206,ตู้ควบคุมและตัดไฟอัตโนมัติ 63AGFL-6กรีน,กล่อง,11,7,1,0,0,0,6,10760.25,1793.375
8858643000237,ตู้ควบคุมและตัดไฟอัตโนมัติ 50AGFL-8กรีน,กล่อง,11,6,0,0,0,0,6,8815,1469.1667
8858643000244,ตู้ควบคุมและตัดไฟอัตโนมัติ 63AGFL-8กรีน,กล่อง,11,8,0,0,0,0,8,17296,2162
8858646102396,ยางกันลื่นลายปลาหมึก 36K,ผืน,60,3,0,0,0,0,3,861,287
8858646102723,พรมกันลื่นลายปลาฟ้า/น.ง PEARL DA5475/65,ผืน,60,2,0,0,0,0,2,511,255.5
8858646102754,พรมกันลื่นลายดอกไม้ 3ช่อง PEARL DA5431/65,ผืน,60,2,0,0,0,0,2,511,255.5
8858646102761,พรมกันลื่นลายดอกไม้ขวาง PEARL DA4137/65,ผืน,60,1,0,0,0,0,1,255.5,255.5
8858646102785,พรมกันลื่นลายดอกแก้วสีเหลือง PEARL DA5070-2/65,ผืน,60,2,0,0,0,0,2,511,255.5
8858646102792,พรมกันลื่นลาย PEARL DA5561/65,ผืน,60,2,0,0,0,0,2,511,255.5
8858646103188,ฝักบัว 5ระดับ+สายอ่อนแสตนเลส 1.5ม. SS05155,ชุด,60,1,0,0,0,0,1,465.14,465.14
8858646103416,ฝักบัว 1 ระดับ+สายสแตนเลส+ขอแขวนปรับระดับSS29011,ชุด,60,9,0,0,0,0,9,5063.55,562.6167
8858646103461,ชุดฝักบัวราวเลื่อน SS01043,ชุด,60,1,0,0,0,0,1,1171.68,1171.68
8858646103485,ชุดฝักบัวสายอ่อน 3ระดับ+ราวแขวน SS18023,ชุด,60,1,0,0,0,0,1,1036.26,1036.26
8858646705245,"*(ไม่ใช้)แผ่นตัดแห้ง 4"" ATLAS 105*16",แผ่น,10,1,0,0,0,-1,0,0,0
8858646705405,*(ไม่ใช้)จานผ้าทรายหลังแข็ง ATLAS # 40,ชิ้น,10,2,0,0,0,-2,0,0,0
8858646705412,*(ไม่ใช้)จานผ้าทรายหลังแข็ง ATLAS # 60,ชิ้น,10,2,0,0,0,-2,0,0,0
8858646705429,จานผ้าทรายหลังแข็ง ATLAS # 80*,ชิ้น,10,1,1,0,0,0,0,0,0
8858646705436,จานผ้าทรายหลังแข็ง ATLAS # 100*,ชิ้น,10,1,0,0,0,1,2,0,0
8858646705443,จานผ้าทรายหลังแข็ง ATLAS # 120*,ชิ้น,10,2,0,0,0,-1,1,0,0
8858646705450,จานผ้าทรายหลังแข็ง ATLAS # 150*,ชิ้น,20,1,0,0,0,0,1,0,0
8858646705457,จานผ้าทรายหลังแข็ง ATLAS # 180*,ชิ้น,10,2,0,0,0,-1,1,0,0
8858646706624,"*(ไม่ใช้)แผ่นตัดแสตนเลส 4"" NORTON",แผ่น,10,3,70,0,0,67,0,0,0
8858646711260,"แผ่นตัดเหล็ก 4"" คนแบกโลก*",แผ่น,10,17,10,0,0,0,7,79.534,11.362
8858646711307,"*(ไม่ใช้)แผ่นตัดเหล็ก 14"" ATLAS",แผ่น,10,5,0,0,0,-5,0,0,0
8858648310010,กอฮอล์ ปลาเบ็ด ขวดใหญ่,ขวด,40,10,0,0,0,0,10,112.925,11.2925
8858648310027,กอฮอล์ปลาเบ็ด 2.14 L,กล.,40,48,0,24,0,0,72,4783.5733,66.4385
8858648310065,น้ำมันซักแห้ง # ปลาเบ็ด ขวดใหญ่,ขวด+,40,5,8,0,0,5,2,0,0
8858648310072,น้ำมันซักแห้ง  2.2L,แกลอน,40,28,15,0,0,0,13,1259.7069,96.9005
8858648310102,น้ำมันสน ขวดใหญ่,ขวด,40,40,0,0,0,0,40,786.0071,19.6502
8858648310126,น้ำมันสน ตราปลาเบ็ด,กล.*,40,188,115,150,0,0,223,21789.3786,97.7102
8858648310195,ทินเนอร์ อคริลิก SAIKO(กล),กล.,40,41,4,0,0,0,37,5279.8553,142.6988
8858648310331,ทินเนอร์ BEECO,ขวด*,40,2,0,0,0,0,2,38.94,19.47
8858648310355,ทินเนอร์ BEECO 3A,กล.,40,114,5,0,0,0,109,11801.1952,108.2678
8858648310775,ทินเนอร์ ตราปลาเบ็ด SIKO,กล.,40,1107,144,210,0,0,1173,198947.9069,169.6061
8858648310829,ทินเนอร์โซโก้ (ขวด),ขวด,40,44,92,72,3,0,27,824.2694,30.5285
8858648320538,สีทาหลังคา TEMCO # 3822,แกลอน,40,29,0,0,0,0,29,8840.21,304.8348
8858648320569,สีทาหลังคา TEMCO # 3877,แกลอน,11,55,0,0,0,0,55,17054.1958,310.0763
8858648320576,สีทาหลังคา TEMCO # 3899,แกลอน,40,11,0,0,0,0,11,3313.26,301.2055
8858648320743,สีน้ำพลาสติก เท็มโก้ # T-901(เหลือง),กป.,40,27,19,12,0,0,20,1347.4574,67.3729
8858648320750,สีน้ำพลาสติก เท็มโก้ # T-902,กป.,40,31,26,24,0,0,29,1943.7808,67.0269
8858648320751,สีน้ำพลาสติก เท็มโก้ # T-903,กป.,40,124,0,12,0,0,136,9054.4466,66.5768
8858648320767,สีน้ำพลาสติก เท็มโก้ # 903,กป.,40,0,22,0,0,24,2,0,0
8858648320774,สีน้ำพลาสติก เท็มโก้ # T-904,กป.,40,912,5,0,0,0,907,5465.806,6.0262
8858648320781,สีน้ำพลาสติก เท็มโก้ # 905,กป.,40,10,9,12,0,0,13,863.3477,66.4114
8858648320789,สีน้ำพลาสติก เท็มโก้ # T-906,กป.,40,46,0,12,0,0,58,3907.95,67.3784
8858648320798,แม่สีน้ำพลาสติก เท็มโก้ # 906,กป.,11,4,4,0,0,0,0,0,0
8858648320804,สีน้ำพลาสติก เท็มโก้ # T-907,กป.,40,1,14,24,0,0,11,744.0444,67.6404
8858648320811,สีน้ำพลาสติก เท็มโก้ # T-908,กป.,40,14,26,12,0,0,0,66.412,0
8858648321214,สีน้ำพลาสติก เท็มโก้ # 999(ขาว),กป.,40,26,38,0,0,21,9,457.05,50.7833
8858648323737,สีน้ำพลาสติก เท็มโก้ # T-909,กป.,40,0,1,12,0,0,11,758.67,68.97
8858648323744,สีน้ำพลาสติก เท็มโก้ # 910,กป.,40,0,3,36,0,0,33,2216.4353,67.1647
8858648330513,กลาสโค๊ท G-100 น้ำมันเคลือบเงา,กล.,40,51,0,0,0,0,51,23869.6551,468.0325
8858648330537,กลาสโค๊ท G100 สีมะฮอกกานีเงา#122,กล.,40,1,0,0,0,0,1,0,0
8858648330544,กลาสโค๊ท G100 สีไม้โอ๊คเงา#111,กล.,40,4,0,0,0,0,4,2404.48,601.12
8858648331381,สีทองคำ เท็มโก้,กป.,11,26,0,0,0,0,26,7820.9083,300.8042
8858648331404,สีทองคำ เท็มโก้ 1 ปอนด์ TG444,กป.,40,7,0,0,0,0,7,994.5833,142.0833
8858648331886,น้ำมันแลกเกอร์#6 ปลาเบ็ด (ขวด),ขวด,40,50,10,0,0,0,40,1320.0845,33.0021
8858648332111,แลคเกอร์ซิลเลอร์ TEMCO # 3.2 L,กล.,11,1,0,0,0,0,1,0,0
8858648333279,ยูรีเทน ปลาเบ็ด (ขวด),ขวด,40,71,5,0,0,0,66,3180.1946,48.1848
8858648334276,สีน้ำมัน TEMCO #318,กป,89,7,0,0,0,0,7,525.07,75.01
8858648334580,สีน้ำมัน TEMCO #333,กป,89,7,1,0,0,0,6,501.6,83.6
8858648334658,สีน้ำมัน TEMCO #400,กป,89,8,0,0,0,0,8,600.08,75.01
8858648337345,สีทองคำเอ็นดูราโค๊ท # PS3200,กป.,11,11,0,0,0,0,11,3843.5294,349.4118
8858648338908,สีทองคำทีจี เอ็นดูราโค๊ท #444,กล.,11,11,0,0,0,0,11,12461.79,1132.89
8858648340260,น้ำมันทาไม้ # 1 แกลอน,แกลอน,40,56,5,0,0,0,51,6683.36,131.0463
8858648340277,น้ำมันทาไม้ # 2 แกลอน,แกลอน,40,36,16,0,9,0,29,3958.1838,136.4891
8858648340284,น้ำมันทาไม้ # 3 แกลอน,แกลอน,40,8876,1,0,0,0,8875,8273.5342,0.9322
8858648340291,น้ำมันทาไม้ # 4 แกลอน,แกลอน,40,3,4,0,0,6,5,864.5,172.9
8858648340307,น้ำมันทาไม้ # 5,กล.,40,12,2,0,0,0,10,1869.2,186.92
8858648340314,น้ำมันทาไม้ # 7 แกลอน,แกลอน+,40,27,13,24,0,0,38,6487.6597,170.7279
8858648340321,น้ำมันทาไม้ # 9 แกลลอน(ปลาเบ็ด),แกลลอน,40,419,123,312,0,-388,220,36938.088,167.9004
8858648340352,น้ำมันทาไม้ # 1 ขวดใหญ่,ขวด,40,7,3,0,0,0,4,0,0
8858648340383,น้ำมันทาไม้ # 4 ขวดใหญ่,ขวด,40,23,0,0,0,0,23,835.9286,36.3447
8858648340406,น้ำมันทาไม้ # 7 ขวดใหญ่,ขวด,40,40,9,0,0,0,31,935.0183,30.1619
8858648340413,น้ำมันทาไม้ # 9 ขวดใหญ่,ขวด,40,17,2,0,0,0,15,391.3203,26.088
8858648350054,กาวยางตราเสือ 1/4,กป.,40,62,23,24,0,0,63,4125.7563,65.4882
8858648350108,กาวลาเท็กซ์ปลาเบ็ด LA-35 A 3 กก.,กล.,40,5,0,0,0,0,5,801.8542,160.3708
8858648350146,กาวลาเท็กซ์ปลาเบ็ด 8 ออนด์,ขวด,40,0,17,0,0,17,0,0,0
8858648350191,กาวลาเท็กซ์ปลาเบ็ด 1.5 กก.,กล่อง,40,1,0,0,0,0,1,0,0
8858648350207,กาวลาเท็กซ์ปลาเบ็ด 16 ออนด์,ขวด,40,5,16,0,0,17,6,0,0
8858648350214,กาวลาเท็กซ์ปลาเบ็ด 32 ออนด์,ขวด*,40,95,0,0,0,0,95,3064.1605,32.2543
8858648372407,แลคเกอร์ด้าน ไซโก้ MSK#888(ถัง),ถัง,40,6,0,0,0,0,6,0,0
8858648372414,แลคเกอร์เงา ไซโก้ MSK#555(ถัง),ถัง,40,2,0,0,0,0,2,2599.2208,1299.6104
8858648373619,แลคเกอร์ด้าน ไซโก้ MSK#888,กล.,40,12,0,0,0,0,12,0,0
8858648373626,แลคเกอร์เงา ไซโก้ MSK#555,กล.,40,12,0,0,0,0,12,0,0
8858648373664,"น้ำยารองพื้นปูนเก่า SAIKO""สูตรน้ำมันสน""",ถัง,40,2,0,0,0,0,2,2497.94,1248.97
8858648373671,"รองพื้นปูนเก่า เอนดูรา""สูตรน้ำมันสน""",กล.,40,24,0,0,0,0,24,7022.51,292.6046
8858648373688,แซนดิ้งซิลเลอร์ ไซโก้ MSK,กล.,40,19,2,0,0,0,17,5850.3395,344.1376
8858652400011,วาล์วฝักบัว DUSS D3,ตัว,60,5,5,0,0,0,0,0,0
8858652400028,ก๊อกคอสั้น DUSS # D-5,ตัว,60,15,12,12,0,0,15,3635.9846,242.399
8858652400042,ก๊อกซิงค์เซรามิควาล์ว DUSS # D9,ตัว,60,7,2,0,0,0,5,2016,403.2
8858652400059,ก๊อกอ่างซิงค์ DUSS # D-11,ตัว,11,8837,2,0,0,0,8835,7863.0384,0.89
8858652400066,ก๊อกอ่างซิงค์ DUSS # D-13,ตัว,80,6,6,12,0,0,12,5120.06,426.6717
8858652400073,วาล์วฝักบัว DUSS B1,ตัว,60,7,2,0,0,0,5,743.4545,148.6909
8858652400080,วาล์วสามทาง DUSS B2,ตัว,60,8790,0,0,0,0,8790,6853.6826,0.7797
8858652400097,วาล์วฝักบัว DUSS B3,ตัว,60,16,3,0,0,0,13,2448.264,188.328
8858652400110,ก๊อกอ่างล้างหน้า DUSS # B7หัวพวงมาลัย,ตัว,89,876,1,0,0,0,875,40847.7979,46.6832
8858652400127,ก๊อกอ่างซิงค์ DUSS # B-9,ตัว,80,9,1,0,0,0,8,3000.3692,375.0462
8858652400134,ก๊อกอ่างซิงค์ผนัง DUSS # B11,ตัว,60,1,1,0,0,0,0,0,0
8858652400141,ก๊อกอ่างซิงค์ J  DUSS # B13,ตัว,60,15,0,0,0,0,15,6166.4388,411.0959
8858652400165,ก๊อกอ่างล้างหน้า DUSS # A2,ตัว,11,0,2,0,0,2,0,0,0
8858652400202,ก๊อกอ่างล้างหน้า DUSS # K2,ตัว,60,11,1,0,0,0,10,4063,406.3
8858652400417,"บอลวาวล์ทองเหลือง DUSS ผ.ผ.1/2""#P2",แผง,60,4,0,0,0,0,4,200,50
8858652400462,ก๊อกบอลทองเหลือง DUSS L-3,แผง,60,68,25,0,0,0,43,2737.9592,63.6735
8858652400677,ก๊อกผสมอ่างอาบน้ำ DUSS # KA88,ชิ้น,11,1,0,0,0,0,1,1360,1360
8858652400684,ก๊อกผสมฝักบัว DUSS#KA-86,ตัว,60,2,0,0,0,0,2,2720,1360
