รหัสสินค้า,รายละเอียด,หน่วยนับ,หมวด,สินค้าต้นงวด,จำนวนขาย,จำนวนซื้อ,จำนวนรับคืน,จำนวนปรับปรุง,จำนวนคงเหลือ,ต้นทุนสินค้ารวม,ราคาต้นทุนเฉลี่ย
000001529913,แปรงถ่าน MAKITA # CB-152 OTTO CUT,ชุด,90,4,3,0,0,0,1,0,0
000001539912,แปรงถ่าน MAKITA # CB-153 OTTO CUT,ชุด,90,0,3,0,0,6,3,0,0
000001658811,แปรงถ่าน MAKITA # CB-165,ชุด,11,9,0,0,0,0,9,612,68
0000018330588,"เจียร์มือ NKT 4"" # G-105CM 4""",ตัว,90,0,0,1,0,0,1,0,0
000001888,แปรงถ่าน # CB-18,ชุด,11,0,1,0,0,1,0,0,0
00000188814,แปรงถ่าน NKT CB-18,ชุด,89,10,1,0,0,0,9,0,0
000002038810,แปรงถ่าน MAKITA # CB-203,ชุด,90,38,0,0,0,0,38,2022.6814,53.2285
000002039916,แปรงถ่าน NKT # CB-203 OTTO CUT,ชุด,90,1,0,0,0,0,1,0,0
000002048819,แปรงถ่าน # CB-204,ชุด,90,18,0,0,0,0,18,677.5697,37.6428
000002518817,แปรงถ่าน NKT # CB-251,ชุด,90,11,5,0,0,0,6,231.756,38.626
0000030001213,ไขควง 5.8 มม.*38,ดอก,89,0,0,24,0,0,24,0,0
000003038819,แปรงถ่าน MAKITA # CB-303,ชุด,90,3,2,0,0,0,1,40,40
000003039915,แปรงถ่าน MAKITA # CB-303 OTTO CUT,ชุด,90,3,0,0,0,0,3,0,0
000003268810,แปรงถ่าน MAKITA # CB-326,ชุด,90,22,0,0,0,0,22,843.2432,38.3292
000003269916,แปรงถ่าน MAKITA # CB-326OTTO CUT,ชุด,90,3,0,0,0,0,3,204,68
0000040001517,"ฝาปะกับกบไฟฟ้า 3""NKT # 1100",ชุด,90,29,1,0,0,0,28,1619.296,57.832
0000040002415,ที่ตั้งใบกบ # 1100,อัน,80,4,0,0,0,0,4,240,60
0000040002811,"ฝาปะกับกบไฟฟ้า 3""NKT # 1600",ชุด,90,5,2,10,0,0,13,597.8542,45.9888
0000040005911,หน้ากบปรับระดับ # 1804,อัน,90,2,0,0,0,0,2,747.66,373.83
000004088813,แปรงถ่าน MAKITA # CB-408,ชุด,90,29,0,0,0,0,29,1160,40
000004089919,แปรงถ่าน MAKITA # CB-408 OTTO,ชุด,90,1,0,0,0,0,1,0,0
000004118817,แปรงถ่าน MAKITA # CB-411,ชุด,90,3,0,0,0,0,3,100.08,33.36
000004119913,แปรงถ่าน NKT # CB-411 OTTO-CUT,ชุด,90,7,0,0,0,0,7,0,0
000004198819,แปรงถ่าน MAKITA # CB-419,ชุด,90,27,0,0,0,0,27,999.5826,37.0216
000004199915,แปรงถ่าน MAKITA # CB-419 OTTO CUT,ชุด,90,1,1,0,0,0,0,0,0
000004199922,แปรงถ่าน MAKITA # CB-419 OTTO CUT,ชุด,90,20,0,0,0,0,20,1140,57
0000045033518,ฝากันสะเก็ด MAKITA#9500,อัน,20,4,0,0,0,0,4,320,80
000005588916,แปรงถ่าน MAKITA # CB-55,ชุด,90,18,1,0,0,0,17,618.1818,36.3636
0000068048815,แปรงถ่าน BOSCH # GWS 7-100,ชุด,89,20,0,0,0,0,20,826.5,41.325
0000068049911,แปรงถ่าน BOSCH # GWS 8-100 OTTO CUT,ชุด,89,2,0,0,0,0,2,0,0
0000070010312,ฝาปิดถ่าน NKT C-130,อัน,90,16,9,0,0,0,7,65.422,9.346
0000070012019,ฝาปิดถ่าน NKT C-120,อัน,90,19,2,0,0,0,17,158.882,9.346
0000070017519,ฝาปิดถ่าน NKT C-175,อัน,90,6,0,0,0,0,6,67.29,11.215
000007088919,แปรงถ่าน NKT # CB-70,ชุด,90,28,13,0,0,0,15,500.4,33.36
0000085880009,แปรงถ่าน NKT # CB-85,ชุด,90,20,1,0,0,0,19,719.1595,37.8505
0000085990005,แปรงถ่าน NKT # CB-85 OTTO,ชุด,90,2,1,0,0,0,1,0,0
000010088,แปรงถ่าน MAKITA # CB-100,ชุด,90,50,0,0,0,0,50,0,0
0000101001210,"ประแจขันเอนกประสงค์เครื่องขัด 5""-9""",อัน,90,9,0,0,0,0,9,720,80
000010188910,แปรงถ่าน MAKITA # CB-101 OTTO CUT,ชุด,90,1,0,0,0,0,1,0,0
000010588819,"แปรงถ่าน MITSU มอเตอร์ 1/2""(1-1.75HP)",ชุด,20,3,0,0,0,0,3,123.3,41.1
000010588918,แปรงถ่าน MAKITA # CB-105 OTTO CUT,ชุด,90,2,0,0,0,0,2,0,0
000015388124,แปรงถ่าน MAKITA # CB-153,ชุด,90,50,0,0,0,0,50,1427.66,28.5532
000020001124,น๊อตยึด ฉากใบกบ,ตัว,20,89,0,0,0,0,89,391.6,4.4
00002000124,น๊อตยึด ฉากใบกบ,ตัว,20,2,16,0,0,50,36,0,0
000020388,แปรงถ่าน MAKITA # CB-203,ชุด,90,26,0,0,0,0,26,0,0
000020388911,แปรงถ่าน MAKITA # CB-203,ชุด,90,2,0,0,0,0,2,0,0
000020488918,แปรงถ่าน MAKITA # CB-204,ชุด,90,3,0,0,0,0,3,136,45.3333
000030318816,แปรงถ่าน MAKITA # CB-303A,ชุด,90,19,3,0,0,0,16,134.7368,8.4211
000030319912,แปรงถ่าน MAKITA # CB-303A OTTO CUT,ชุด,90,2,0,0,0,0,2,0,0
000030388,000030388,00003038,11,0,1,0,0,5,4,0,0
000040001517,"ปะกับใบกบ 3""",อัน,11,2,1,0,1,0,2,111.1111,55.5556
000040001616,ฉากยึดใบกบ #1100,แผง,80,4,1,0,0,0,3,37.5,12.5
000040002316,"มือจับลับใบกบ NKT 3"" #1100",อัน,80,6,0,0,0,0,6,366.6667,61.1111
000040003313,"อะไหล่กบ 1600 ""ฝาปิดลูกปืน (26)",อัน,90,5,0,0,0,0,5,520.8333,104.1667
000040005010,"ฝาปะกับกบไฟฟ้า 5"" # 1804 N",ชุด,90,6,0,0,0,0,6,468.9474,78.1579
000040006017,"มือจับลับใบกบไฟฟ้า 5"" # 1804N",อัน,80,2,0,0,0,0,2,266.6667,133.3333
000040006116,ที่ตั้งใบกบ #1804,แผง,80,2,0,0,0,0,2,200,100
000040888910,แปรงถ่าน MAKITA # CB-408,ชุด,90,3,0,0,0,0,3,0,0
000041988114,แปรงถ่าน MAKITA # CB-419,ชุด,90,1,0,0,0,0,1,0,0
000041988121,แปรงถ่าน MAKITA # CB-419,ชุด,90,14,0,0,0,0,14,523.362,37.383
000041988916,แปรงถ่าน MAKITA # CB-419,ชุด,90,1,0,0,0,0,1,40,40
000060000118,"สายพานกบไฟฟ้า 5""#1804N,1700B แท้",เส้น,80,5,9,10,0,0,6,1110,185
000060000125,"สายพานกบไฟฟ้า 5""#1804N,1700B แท้",เส้น,80,2,0,10,0,0,12,2219.6694,184.9725
000060000217,"สายพานกบไฟฟ้า 3"" # 1100 MAKITA",เส้น,90,4,2,0,0,0,2,290.9091,145.4545
000060000415,สายพาน NKT# 1900,เส้น,90,1,0,0,0,0,1,218.5,218.5
000060000514,สายพาน NKT# 9401,เส้น,80,10,0,0,0,0,10,4000,400
000060198815,แปรงถ่าน BOSCH # 27L,ชุด,80,26,0,0,0,0,26,848.2825,32.6263
000060208811,แปรงถ่าน BOSCH # PSB-400,ชุด,90,11,0,0,0,0,11,398.8765,36.2615
000060218810,แปรงถ่าน BOSCH # PST54PE,ชุด,90,34,2,0,0,0,32,1134.1693,35.4428
000060219916,แปรงถ่าน BOSCH # PST54PE OTTO CUT,ชุด,90,2,0,0,0,0,2,0,0
000061278813,แปรงถ่าน BOSCH # GBH2SE,ชุด,90,17,0,0,0,0,17,398.9723,23.469
000061279919,แปรงถ่าน BOSCH # GBH2SE,ชุด,90,24,0,0,0,0,24,560,23.3333
000061588813,แปรงถ่าน BOSCH # GWS8-100CE,ชุด,90,1,1,0,0,0,0,0,0
000062038812,แปรงถ่าน NKT# BOSCH GC-0114-2,ชุด,90,8,0,0,0,0,8,442.616,55.327
000062039918,แปรงถ่าน NKT# BOSCH GC-0114-2 OTTO,ชุด,90,1,0,0,0,0,1,0,0
000065258811,แปรงถ่าน BOSCH # GBH2-22E,ชุด,90,15,0,0,0,0,15,483.435,32.229
000065259917,แปรงถ่าน NKT# BOSCH GBH 2-22E OTTO,ชุด,90,6,0,0,0,0,6,0,0
000068048815,แปรงถ่าน BOSCH # GWS 7-100,ชุด,90,13,5,0,1,0,9,347.637,38.6263
000068049911,แปรงถ่าน BOSCH # GWS 7-100 OTTO CUT,ชุด,90,2,1,0,0,0,1,0,0
000085880009,แปรงถ่าน NKT # CB-85,ชุด,90,0,2,0,0,10,8,0,0
000090011115,สายไฟ MAKITA #4300BA(เครื่องฉลุ),เส้น,80,2,0,0,0,0,2,212.5,106.25
000090011511,"สายไฟกบไฟฟ้า 3"" # 1600 ครบชุด",ชุด,90,1,0,0,0,0,1,208.3333,208.3333
000090011719,"สายไฟสว่านไฟฟ้า 3/8""#6500NB.DD-2001",เส้น,80,1,0,0,0,0,1,123.9583,123.9583
000100001310,จานรองเครื่องขัด MAKITA#9523,แผง,20,3,0,0,0,0,3,87.51,29.17
000101000114,ประแจขันน๊อตล๊อค NKT #9500,อัน,20,13,0,0,0,0,13,476.6667,36.6667
000101000312,"ประแจขันน๊อตล๊อค NKT เครื่องขัด 7""",อัน,90,8,0,0,0,0,8,533.3333,66.6667
00018,ดอกกุญแจ DIMPLE(ทองขาว),ดอก,20,2,0,0,0,0,2,300,150
000183316417,สว่านไขควงแบตเตอร์รี่ NKT#DF-7200,ตัว,90,2,0,0,0,0,2,3616,1808
000183322012,"เลื่อยวงเดือน NKT 9""",ตัว,89,0,0,1,0,0,1,2660,2660
000183322111,"เครื่องตัดไฟเบอร์ NKT 14""",ตัว,90,2,0,0,0,0,2,7177.57,3588.785
000183323118,สว่านไขควงไร้สาย NKT#DV-720,ตัว,90,0,0,2,0,0,2,1869.16,934.58
000240859918,แปรงถ่าน MAKITA # CB-85(MT-954),ชุด,90,44,0,0,0,0,44,1563.6364,35.5372
000243218811,"แปรงถ่าน MAKTEC # MT-410,MT580",ชุด,90,10,0,0,0,0,10,400,40
000244118813,"แปรงถ่าน MAKTEC # MT-950,MT954,MT190",ชุด,90,42,9,0,0,0,33,1240.1062,37.579
000244119919,"แปรงถ่าน MAKTEC # MT-950,MT954,MT190 OTTO",ชุด,90,2,1,0,0,0,1,0,0
0004000600116,"มือจับลับใบกบไฟฟ้า 5"" # 1804N",อัน,80,16,0,0,0,0,16,1638.4,102.4
000411188915,แปรงถ่าน NKT # CB 411,ชุด,80,31,0,0,0,0,31,1034.16,33.36
000602588,แปรงถ่าน BOSCH # GWS 23-180,ชุด,90,10,0,0,0,0,10,0,0
000615888918,แปรงถ่าน BOSCH # GWS8-100CE OTTO CUT,ชุด,90,0,1,0,0,2,1,0,0
0007000,สีทาฝ้า TOA 4SS #A-7000,ถัง,40,1,0,0,0,0,1,1186.92,1186.92
000990218812,แปรงถ่าน HITACHI # 100,ชุด,90,3,9,0,0,10,4,165.3,41.325
000990219918,แปรงถ่าน HITACHI # 100 OTTO,ชุด,90,3,2,0,0,0,1,0,0
000990358815,แปรงถ่าน HITACHI # SV-12,ชุด,90,30,0,0,0,0,30,1215,40.5
000990359911,แปรงถ่าน HITACHI # SV-12 OTTO,ชุด,90,3,0,0,0,0,3,0,0
0013442,กิ๊บ แอมป์ KYORITSU 200,อัน,90,0,1,2,0,0,1,1250,1250
002035287,ผงซักฟอก 3M,กก.,89,46,2,0,0,0,44,1443.2,32.8
002408588,แปรงถ่าน MAKITA # MT-650,ชุด,90,1,0,0,0,0,1,0,0
002408588913,แปรงถ่าน MAKITA # CB-85(MT-954),ชุด,90,1,0,0,0,0,1,40,40
002421188,"แปรงถ่าน MAKTEC # MT-240,MT360",ชุด,90,4,0,0,0,0,4,0,0
002432188,"แปรงถ่าน MAKTEC # MT-410,MT580",ชุด,90,1,0,0,0,0,1,0,0
002441188910,"แปรงถ่าน MAKTEC # MT-950,MT954,MT190 OTTO",ชุด,90,3,0,0,0,0,3,0,0
0029175014291,ลูกปืนอย่างดี NSK # 6204ZZ,ตลับ,89,4,4,0,0,0,0,0,0
0029176016578,ลูกปืนอย่างดี NSK # 6304ZZ,ตลับ,89,8,0,0,0,0,8,720,90
0031051006030,"ใบเลื่อยวงเดือนคาร์ไบด์ Richoice 20""x30T",ใบ,80,1,0,0,0,0,1,2080,2080
0038548001067,คีมล๊อคไว้สกริ๊พ # 10R,อัน,80,59,1,0,0,0,58,13443.9108,231.7916
0038548002903,คีมบีปแป๊ป VISE-GRIP,อัน,20,1,0,0,0,0,1,625,625
0038548003016,"คีมล๊อค VISE-GRIP 7""",อัน,20,4,0,0,0,0,4,1276.8,319.2
004000280011,"ฝาประกับกบไฟฟ้า 3""NKT#1600",อัน,90,7,4,0,0,0,3,130.8,43.6
004000600116,"มือจับลับใบกบไฟฟ้า 5"" # 1804N",อัน,80,8,0,0,0,0,8,0,0
0080088002097,ฝักบัว 3 ระบบ(H2O) H209 ขาว,ชุด,60,12,0,0,0,0,12,1176,98
0080091001803,ฝักบัว 3 ระบบ(H2O) H5180 ขาว,ชุด,60,1,0,0,0,0,1,109,109
0088381002561,"เจียร์แกนไฟฟ้า 1/4"" MAKITA#906H",ตัว,80,1,0,0,0,0,1,5870,5870
01-00-014,"สวิทเจียร์มือ 4"" # N9500N (01-00-014)",ตัว,90,4,0,0,0,0,4,566.6667,141.6667
01-030057,วิทยุสื่อสาร MINDLAND TH7,เครื่อง,80,2,0,0,0,0,2,3719.625,1859.8125
01-33-063,สวิทเลาเตอร์ #3612BR,อัน,11,1,0,0,0,0,1,280,280
01-40-01001,พาเลท ไม้,อัน,20,50,70,0,0,28,8,4400,550
01000040,มือจับหน้าต่าง AB-40 แสตนเลส,อัน,80,15,0,0,0,0,15,675,45
01028119,หมากเต้ารุ่นหยดน้ำ(เล็ก)TULIP,อัน,80,24,7,0,0,0,17,337.1667,19.8333
010300040006,ไฟระย้า CY-0006/5,ชุด,90,1,0,0,0,0,1,1638.75,1638.75
010300040012,ไฟห้อย CY-0015/5+1,ชุด,90,1,0,0,0,0,1,1472.5,1472.5
010300050033,โป๊ะเพดาน 32 W # 9037/2,ชุด,90,2,0,0,0,0,2,800,400
010300050034,โป๊ะเพดาน 32 W # 9038/2,ชุด,90,2,0,0,0,0,2,800,400
010300050035,โป๊ะเพดาน 32 W # 9039/2,ชุด,90,2,0,0,0,0,2,800,400
010300060062,โคมผนัง # B-6072,ชุด,90,1,0,0,0,0,1,320,320
010300060187,โป๊ะเพดาน 9038/4 WH ผืนผ้า,ชุด,90,2,0,0,0,0,2,760,380
01041304AC,มือจับฝังทรงกลม TM รมดำ,อัน,20,35,0,0,0,0,35,1616.1765,46.1765
01041304SS,มือจับฝังทรงกลม TM แสตนเลส,อัน,20,27,8,70,0,0,89,4052.9481,45.5387
01042304S,มือจับฝังทรงสี่เหลี่ยม TM แสตนเลส,อัน,20,1,0,0,0,0,1,45,45
01042S-SS,มือจับฝังทรงสี่เหลี่ยมรูหน้า #01J-042-S-SS-Y,อัน,89,0,19,70,0,0,51,2295,45
010707055,"ปลอกสว่านแท่น 5/8"" 55มม.",ตัว,80,3,0,0,0,0,3,1260,420
010880115015,"ชุดจานรอง+น๊อตล๊อค#9523NB,MT950",ชุด,90,1,1,0,0,0,0,0,0
0110-13,น้ำมันสบู่,ลิตร,20,2,0,0,0,0,2,190,95
011050,มือจับตู้ TM #01-AA-1050-G,ตัว,20,34,1,0,0,0,33,618.75,18.75
0112150AC,มือจับหน้าต่างกระบอง TM #01-AB-12*150-AC(แผง/2),แผง,89,4,0,0,0,0,4,309.7959,77.449
0112150AC-D,มือจับหน้าต่างกระบองTM#01-AB-12*150AC(เดี่ยว),อัน,89,20,4,0,0,0,16,0,0
0112150S,มือจับหน้าต่างกระบอง TM #01-AB-12*150-S,แผง,89,2,0,0,0,0,2,210,105
0115200,สีน้ำภายนอก TOA-A5200(2.5),ถัง,11,1,0,0,0,0,1,915.89,915.89
0118351641114,(ไม่ใช้)มอเตอร์สว่านไร้สาย #6010DVD NKT,อัน,90,2,0,0,0,0,2,754.67,377.335
011891128,มือจับตู้ 01-AA-1891-128-S,อัน,80,93,21,0,0,0,72,1606.9878,22.3193
01189196,มือจับตู้ 01-AA-1891-96-S,อัน,80,80,17,0,0,0,63,1076.5256,17.0877
012030128,มือจับตู้ 2030-128-G,อัน,80,38,30,70,1,0,79,2995.0294,37.9118
012030128S,มือจับตู้ 2030-128-S,อัน,80,7,16,70,1,0,62,2353.1818,37.9545
01203096,มือจับตู้ 2030-96 S,อัน,80,34,63,70,0,0,41,1390.649,33.9183
01203096G,มือจับตู้ 2030-96 G,อัน,80,2,7,0,1,10,6,202.5,33.75
01206396AB,มือจับตู้ 01-AA-2063-96-AB,อัน,80,24,0,0,0,0,24,840,35
01206396AC,มือจับตู้ 01-AA-2063-96-AC,อัน,80,56,30,0,0,0,26,942.5,36.25
01206464,มือจับตู้ 2064-64-G,อัน,80,22,6,0,0,0,16,240,15
01206496,มือจับตู้ 2064-96 G,อัน,80,69,23,0,0,0,46,940.569,20.4472
012093128S,มือจับตู้ 01-AA-2093-128-SS,อัน,89,0,0,70,0,0,70,3150,45
012093160S,มือจับตู้ 01-AA-2093-160-SS,อัน,89,0,0,70,0,0,70,3850,55
01209396S,มือจับตู้ 01-AA-2093-96-SS,อัน,89,0,0,70,0,0,70,2450,35
01217096,มือจับตู้ 2170-96 S,อัน,80,1,6,70,0,0,65,1950,30
01217096G,มือจับตู้ 2170-96 G,อัน,80,80,41,0,2,0,41,1230,30
01219196,มือจับตู้ 2191-96 S,อัน,80,13,11,70,0,0,72,2160,30
012249128,มือจับตู้ 01-AA-2249-128-S,อัน,80,-6,0,0,0,0,-6,-120,20
01224996,มือจับตู้ 01-AA-2249-96S,อัน,80,4,0,0,0,0,4,68,17
012259128,มือจับตู้ 01-AA-2259-128-S,อัน,80,58,2,0,0,0,56,2520,45
01226112,มือจับตู้ 2261-128S,อัน,20,4,0,0,0,0,4,196,49
012261128,มือจับตู้ 2261-128-S,อัน,80,39,31,0,0,0,8,420,52.5
01226196,มือจับตู้ 2261-96S,อัน,80,14,0,0,0,0,14,628.5215,44.8944
012345631139,"สะดืออ่างล้างหน้าแบบเยอรมัน""VRC""#BV-45",ชุด,60,13,16,0,0,5,2,0,0
012345637139,ก๊อกอ่างล้างหน้าหัวแก้ว VRV #G-301,ชุด,60,23,0,0,0,0,23,2525.2083,109.7917
012345671463,สะดืออ่างล้างหน้าแบบกด VRC #BV-30,แผง,60,3,1,0,0,0,2,0,0
0123456789005,สว่านเจาะไม้ CROWN 11 ตัวชุด,อัน,80,12,0,0,0,0,12,1800,150
012509128AC,มือจับตู้ 01-AA-2509-128-AC,อัน,80,30,2,0,0,0,28,1260,45
01250996AC,มือจับตู้ 01-AA-2509-96-AC,อัน,80,28,9,0,0,0,19,665,35
0134909190001,ปากกาจับงานไม้ตัว F(ASAKI)120*200#AK-6246,อัน,20,0,2,6,0,0,4,720,180
0134909380019,"ปืนยิงกาว 10"" ASAKI  #AK-6785",อัน,80,11,21,24,0,0,14,882,63
013500010009,"ไฟตาแมว DL4"" A-1013(SN/G)",ชุด,90,19,0,0,0,0,19,1425,75
014140016616,ทุ่นไฟฟ้า LG # TH355HA,ตัว,11,1,0,0,0,0,1,850,850
014220036619,ทุ่นไฟฟ้า JEPSON# 9514,ตัว,90,2,0,0,0,0,2,1700,850
015027LG,ปุ่มจับตู้ TM#01-AA-5027L-G,ตัว,20,30,7,0,1,0,24,720,30
015027LS,ปุ่มจับตู้ TM#01-AA-5027L-S,ตัว,20,34,66,50,0,5,23,689.9311,29.997
01613192,มือจับตู้ 01-WF-613-192-S,อัน,89,0,6,30,0,0,24,2280,95
01613224,มือจับตู้ 01-WF-613-224-S,อัน,89,0,0,30,0,0,30,3300,110
01622MB,มือจับตู้แบบฝัง TM#01-MJ-622M-B,ตัว,20,5,0,0,0,0,5,412.5,82.5
017052557,เลื่อยโซ่เครื่องยนต์ 38 CC TOSAKI(TCS-3800),เครื่อง,90,3,0,0,0,0,3,7259.81,2419.9367
018230128G,มือจับตู้ 8230-128 G,อัน,80,12,8,70,0,0,74,2556.3636,34.5455
01823096G,มือจับตู้ 8230-96 G,อัน,80,19,19,50,0,0,50,1483.9286,29.6786
01823096S,มือจับตู้ 8230-96 S,อัน,80,11,0,0,0,0,11,297,27
018351226017,สปริงแท่นตัด HIKARI 18-35-122/60,ชุด,90,3,0,0,0,0,3,300,100
018351928812,"เจียร์มือ HIKARI 4"" # AG-100",ตัว,90,4,0,0,0,0,4,0,0
018351978817,สว่านไฟฟ้า HIKARI # DL6TE,ตัว,89,1,0,2,0,0,3,467.29,155.7633
018352228812,เลื่อยวงเดือน HIKARI 7 1/4''#3C-185,ตัว,90,0,0,1,0,0,1,1800,1800
018352478811,"เครื่องตัดหิน HIKARI 4"" # CM-110HA",ตัว,90,0,0,1,0,0,1,380,380
018352711116,เลื่อยวงเดือน HIKARI 7''#5301,ตัว,90,1,0,0,0,0,1,934.58,934.58
018569128G,มือจับตู้ TM#01-AA-8569-128-G,อัน,20,19,0,0,0,0,19,641.25,33.75
01856996G,มือจับตู้ TM#01-AA-8569-96G,ตัว,20,13,0,0,0,0,13,390,30
01882128,มือจับตู้ 882-128 S,อัน,80,13,0,0,0,0,13,341.25,26.25
0188296,มือจับตู้ 882-96 S,อัน,80,24,0,0,0,0,24,540,22.5
01AA002,มือจับหัวสิงห์ 01-AA-002-L-AC,อัน,20,34,34,0,0,0,0,0,0
01AA10150,มือจับตู้ TM #01-AA-10*150,ตัว,20,10,0,0,0,0,10,292.5,29.25
